FarRight_2-2016,Immigration,african migrants,african migratns humanitarian visas,0.0,0.0
FarRight_2-2016,Anti-semitism,jewish agency,no text,0.3333333333333333,0.3333333333333333
FarRight_2-2016,Anti-semitism,jewish agency,no test,0.5,-1.0
FarRight_2-2017,Immigration,messaging to immigrants,legal immigration prces,0.16666666666666666,0.8333333333333334
