FarRight_2-2016,Immigration,CenterLeft,CBC,0.06060606060606061
FarRight_2-2016,Immigration,CenterLeft,politico.eu,1.0
FarRight_2-2016,Immigration,CenterLeft,Sydney Morning Herald,0.03076923076923077
FarRight_2-2016,Immigration,CenterLeft,Washington Post,0.02631578947368421
FarRight_2-2016,Immigration,CenterLeft,VOA,0.058823529411764705
FarRight_2-2016,Immigration,CenterLeft,Guardian US,0.019230769230769232
FarRight_2-2016,Immigration,CenterLeft,NBC Breaking News,0.10526315789473684
FarRight_2-2016,Immigration,CenterLeft,Independent,0.007407407407407408
FarRight_2-2016,Immigration,CenterLeft,Haaretz,0.022988505747126436
FarRight_2-2016,Immigration,CenterLeft,deccanchronicle.com,0.125
FarRight_2-2016,Immigration,CenterLeft,reliefweb-headlines,0.043478260869565216
FarRight_2-2016,Immigration,CenterLeft,ontheredcarpet.com,0.16666666666666666
FarRight_2-2016,Immigration,CenterLeft,Chicago Tribune,0.1
FarRight_2-2016,Immigration,CenterLeft,ekathimerini.com,0.5
FarRight_2-2016,Immigration,CenterLeft,adelaidenow.com.au,0.2
FarRight_2-2016,Immigration,CenterRight,Press TV,0.058823529411764705
FarRight_2-2016,Immigration,CenterRight,ruvr-fi,0.06451612903225806
FarRight_2-2016,Immigration,CenterRight,business-standard.com,0.045454545454545456
FarRight_2-2016,Immigration,CenterRight,livemint.com,0.1
FarRight_2-2016,Immigration,CenterRight,Tasnim News Agency - Home,0.25
FarRight_2-2016,Immigration,CenterRight,RT,0.03636363636363636
FarRight_2-2016,Immigration,CenterRight,San Jose Mercury News,0.014705882352941176
FarRight_2-2016,Immigration,CenterRight,tribuneindia.com,0.1
FarRight_2-2016,Immigration,CenterRight,Daily Mail,0.01639344262295082
FarRight_2-2016,Immigration,CenterRight,Daily Telegraph,0.2
FarRight_2-2016,Immigration,CenterRight,Three Rivers Edition,0.2
FarRight_2-2016,Immigration,CenterRight,dailysabah.com,0.16666666666666666
FarRight_2-2016,Immigration,FarLeft,restoreamericanglory.com,0.5
FarRight_2-2016,Immigration,FarLeft,Salon,0.007853403141361256
FarRight_2-2016,Immigration,FarLeft,Wonkette Blog,0.030303030303030304
FarRight_2-2016,Immigration,FarLeft,Media Matters,0.046153846153846156
FarRight_2-2016,Immigration,FarLeft,bipartisanreport.com,0.023809523809523808
FarRight_2-2016,Immigration,FarLeft,Alternet,0.009708737864077669
FarRight_2-2016,Immigration,FarLeft,rinf.com,0.0044444444444444444
FarRight_2-2016,Immigration,FarLeft,lidblog.com,0.07142857142857142
FarRight_2-2016,Immigration,FarLeft,Right Wing Watch,0.04
FarRight_2-2016,Immigration,FarLeft,thefrisky.com,0.02
FarRight_2-2016,Immigration,FarLeft,"Latino Rebels | Humor, commentary, and analysis. Engaging traviesos.",0.030303030303030304
FarRight_2-2016,Immigration,FarLeft,Mother Jones,0.011363636363636364
FarRight_2-2016,Immigration,FarLeft,newpol.org,0.25
