FarRight_2-2016,Immigration,Breitbart,4
FarRight_2-2016,Immigration,GatewayPundit,1
FarRight_2-2016,Immigration,American Free Press,1
FarRight_2-2016,Immigration,clashdaily.com,1
FarRight_2-2016,Islamophobia,shoebat.com,1
FarRight_2-2016,Anti-semitism,Breitbart,1
FarRight_2-2016,Anti-semitism,humansarefree.com,1
FarRight_2-2018,Immigration,Breitbart,1
FarRight_2-2018,Immigration,freedomforce.com,1
FarRight_2-2018,Immigration,thetruthseeker.co.uk,1
FarRight_2-2018,Immigration,thefederalistpapers.org,1
FarRight_2-2018,Immigration,Fox News,1
FarRight_2-2019,Immigration,Breitbart,1
FarRight_2-2019,Immigration,Newsmax,2
FarRight_2-2019,Immigration,CIS,1
FarRight_2-2019,Immigration,townhall.com,1
